FACS.selection,age,cell,cell_ontology_class,cell_ontology_id,free_annotation,method,mouse.id,obs_names,sex,subtissue,tissue
Multiple,24m,L12_B002982,bronchial smooth muscle cell,nan,Capillary,facs,24_60_M,L12_B002982_S288_L004.mus-0-0-1,male,Endomucin,Lung
Multiple,24m,L12_B003029,large intestine goblet cell,nan,nan,facs,24_60_M,L12_B003029_S36_L004.mus-0-0-1,male,Proximal,Large_Intestine
Neurons,24m,L12_B003227,nan,nan,nan,facs,24_60_M,L12_B003227_S132_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Viable,24m,L12_B003229,nan,nan,nan,facs,24_60_M,L12_B003229_S72_L004.mus-0-0-1,male,RV,Heart
Neurons,24m,L12_B003232,nan,nan,nan,facs,24_60_M,L12_B003232_S48_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Neurons,24m,L12_B003903,nan,nan,nan,facs,24_59_M,L12_B003903_S228_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Microglia,24m,L12_B003904,microglial cell,nan,nan,facs,24_59_M,L12_B003904_S180_L002.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Microglia,24m,L12_B003974,microglial cell,nan,nan,facs,24_59_M,L12_B003974_S264_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Multiple,24m,L13_B000332,B cell,nan,nan,facs,24_60_M,L13_B000332_S85_L003.mus-0-0-1,male,Fat,SCAT
Multiple,24m,L13_B000333,macrophage,nan,nan,facs,24_60_M,L13_B000333_S121_L004.mus-0-0-1,male,Fat,MAT
Multiple,24m,L13_B000337,B cell,nan,nan,facs,24_60_M,L13_B000337_S169_L003.mus-0-0-1,male,Fat,GAT
Multiple,24m,L13_B000834,myeloid cell,nan,granulocyte,facs,24_60_M,L13_B000834_S205_L004.mus-0-0-1,male,Fat,BAT
Multiple,24m,L13_B000836,nan,nan,nan,facs,24_60_M,L13_B000836_S217_L003.mus-0-0-1,male,nan,Bladder
Microglia,24m,L13_B000840,microglial cell,nan,nan,facs,24_60_M,L13_B000840_S97_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Microglia,24m,L13_B000843,microglial cell,nan,nan,facs,24_60_M,L13_B000843_S61_L001.mus-0-0-1,male,Hippocampus,Brain_Myeloid
Neurons,24m,L13_B001268,nan,nan,nan,facs,24_60_M,L13_B001268_S277_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Neurons,24m,L13_B001614,nan,nan,nan,facs,24_60_M,L13_B001614_S145_L001.mus-0-0-1,male,Striatum,Brain_Non-Myeloid
Neurons,24m,L13_B001615,nan,nan,nan,facs,24_60_M,L13_B001615_S13_L001.mus-0-0-1,male,Cortex,Brain_Non-Myeloid
Microglia,24m,L13_B001618,microglial cell,nan,nan,facs,24_60_M,L13_B001618_S1_L003.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Multiple,24m,L13_B002327,granulocyte,nan,granulocyte,facs,24_59_M,L13_B002327_S253_L003.mus-0-0-1,male,B-cells,Marrow
Multiple,24m,L13_B002982,bronchial smooth muscle cell,nan,Capillary Aerocyte,facs,24_60_M,L13_B002982_S289_L004.mus-0-0-1,male,Endomucin,Lung
Multiple,24m,L13_B003029,enterocyte of epithelium of large intestine,nan,nan,facs,24_60_M,L13_B003029_S37_L004.mus-0-0-1,male,Proximal,Large_Intestine
Neurons,24m,L13_B003227,nan,nan,nan,facs,24_60_M,L13_B003227_S133_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Viable,24m,L13_B003229,nan,nan,nan,facs,24_60_M,L13_B003229_S73_L004.mus-0-0-1,male,RV,Heart
Neurons,24m,L13_B003232,nan,nan,nan,facs,24_60_M,L13_B003232_S49_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Neurons,24m,L13_B003903,nan,nan,nan,facs,24_59_M,L13_B003903_S229_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Microglia,24m,L13_B003904,microglial cell,nan,nan,facs,24_59_M,L13_B003904_S181_L002.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Microglia,24m,L13_B003974,nan,nan,nan,facs,24_59_M,L13_B003974_S265_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Multiple,24m,L14_B000332,mesenchymal stem cell of adipose,nan,mesenchymal progenitor,facs,24_60_M,L14_B000332_S86_L003.mus-0-0-1,male,Fat,SCAT
Multiple,24m,L14_B000333,macrophage,nan,nan,facs,24_60_M,L14_B000333_S122_L004.mus-0-0-1,male,Fat,MAT
Multiple,24m,L14_B000337,B cell,nan,nan,facs,24_60_M,L14_B000337_S170_L003.mus-0-0-1,male,Fat,GAT
Multiple,24m,L14_B000834,B cell,nan,nan,facs,24_60_M,L14_B000834_S206_L004.mus-0-0-1,male,Fat,BAT
Multiple,24m,L14_B000836,nan,nan,nan,facs,24_60_M,L14_B000836_S218_L003.mus-0-0-1,male,nan,Bladder
Microglia,24m,L14_B000840,microglial cell,nan,nan,facs,24_60_M,L14_B000840_S98_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Microglia,24m,L14_B000843,microglial cell,nan,nan,facs,24_60_M,L14_B000843_S62_L001.mus-0-0-1,male,Hippocampus,Brain_Myeloid
Neurons,24m,L14_B001268,endothelial cell,nan,Endothelial cell,facs,24_60_M,L14_B001268_S278_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Neurons,24m,L14_B001614,nan,nan,nan,facs,24_60_M,L14_B001614_S146_L001.mus-0-0-1,male,Striatum,Brain_Non-Myeloid
Neurons,24m,L14_B001615,neuron,nan,nan,facs,24_60_M,L14_B001615_S14_L001.mus-0-0-1,male,Cortex,Brain_Non-Myeloid
Microglia,24m,L14_B001618,microglial cell,nan,nan,facs,24_60_M,L14_B001618_S2_L003.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Multiple,24m,L14_B002327,naive B cell,nan,naïve B cell,facs,24_59_M,L14_B002327_S254_L003.mus-0-0-1,male,B-cells,Marrow
Multiple,24m,L14_B002982,vein endothelial cell,nan,Vein,facs,24_60_M,L14_B002982_S290_L004.mus-0-0-1,male,Endomucin,Lung
Multiple,24m,L14_B003029,enterocyte of epithelium of large intestine,nan,nan,facs,24_60_M,L14_B003029_S38_L004.mus-0-0-1,male,Proximal,Large_Intestine
Neurons,24m,L14_B003227,endothelial cell,nan,Endothelial cell,facs,24_60_M,L14_B003227_S134_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Viable,24m,L14_B003229,nan,nan,nan,facs,24_60_M,L14_B003229_S74_L004.mus-0-0-1,male,RV,Heart
Neurons,24m,L14_B003232,nan,nan,nan,facs,24_60_M,L14_B003232_S50_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Neurons,24m,L14_B003903,nan,nan,nan,facs,24_59_M,L14_B003903_S230_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Microglia,24m,L14_B003904,nan,nan,nan,facs,24_59_M,L14_B003904_S182_L002.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Microglia,24m,L14_B003974,microglial cell,nan,nan,facs,24_59_M,L14_B003974_S266_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Multiple,24m,L15_B000332,mesenchymal stem cell of adipose,nan,mesenchymal progenitor,facs,24_60_M,L15_B000332_S87_L003.mus-0-0-1,male,Fat,SCAT
Multiple,24m,L15_B000333,myeloid cell,nan,nan,facs,24_60_M,L15_B000333_S123_L004.mus-0-0-1,male,Fat,MAT
Multiple,24m,L15_B000337,T cell,nan,nan,facs,24_60_M,L15_B000337_S171_L003.mus-0-0-1,male,Fat,GAT
Multiple,24m,L15_B000834,T cell,nan,nan,facs,24_60_M,L15_B000834_S207_L004.mus-0-0-1,male,Fat,BAT
Multiple,24m,L15_B000836,nan,nan,nan,facs,24_60_M,L15_B000836_S219_L003.mus-0-0-1,male,nan,Bladder
Microglia,24m,L15_B000840,microglial cell,nan,nan,facs,24_60_M,L15_B000840_S99_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Microglia,24m,L15_B000843,microglial cell,nan,nan,facs,24_60_M,L15_B000843_S63_L001.mus-0-0-1,male,Hippocampus,Brain_Myeloid
Neurons,24m,L15_B001268,endothelial cell,nan,Endothelial cell,facs,24_60_M,L15_B001268_S279_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Neurons,24m,L15_B001614,nan,nan,nan,facs,24_60_M,L15_B001614_S147_L001.mus-0-0-1,male,Striatum,Brain_Non-Myeloid
Neurons,24m,L15_B001615,nan,nan,nan,facs,24_60_M,L15_B001615_S15_L001.mus-0-0-1,male,Cortex,Brain_Non-Myeloid
Microglia,24m,L15_B001618,nan,nan,nan,facs,24_60_M,L15_B001618_S3_L003.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Multiple,24m,L15_B002327,precursor B cell,nan,pre B cell,facs,24_59_M,L15_B002327_S255_L003.mus-0-0-1,male,B-cells,Marrow
Multiple,24m,L15_B002982,vein endothelial cell,nan,Vein,facs,24_60_M,L15_B002982_S291_L004.mus-0-0-1,male,Endomucin,Lung
Multiple,24m,L15_B003029,enterocyte of epithelium of large intestine,nan,Enterocyte (Proximal),facs,24_60_M,L15_B003029_S39_L004.mus-0-0-1,male,Proximal,Large_Intestine
Neurons,24m,L15_B003227,nan,nan,nan,facs,24_60_M,L15_B003227_S135_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Viable,24m,L15_B003229,nan,nan,nan,facs,24_60_M,L15_B003229_S75_L004.mus-0-0-1,male,RV,Heart
Neurons,24m,L15_B003232,endothelial cell,nan,Endothelial cell,facs,24_60_M,L15_B003232_S51_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Neurons,24m,L15_B003903,nan,nan,nan,facs,24_59_M,L15_B003903_S231_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Microglia,24m,L15_B003904,nan,nan,nan,facs,24_59_M,L15_B003904_S183_L002.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Microglia,24m,L15_B003974,microglial cell,nan,nan,facs,24_59_M,L15_B003974_S267_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Multiple,24m,L16_B000332,mesenchymal stem cell of adipose,nan,mesenchymal progenitor,facs,24_60_M,L16_B000332_S88_L003.mus-0-0-1,male,Fat,SCAT
Multiple,24m,L16_B000333,"CD4-positive, alpha-beta T cell",nan,nan,facs,24_60_M,L16_B000333_S124_L004.mus-0-0-1,male,Fat,MAT
Multiple,24m,L16_B000337,myeloid cell,nan,nan,facs,24_60_M,L16_B000337_S172_L003.mus-0-0-1,male,Fat,GAT
Multiple,24m,L16_B000834,B cell,nan,nan,facs,24_60_M,L16_B000834_S208_L004.mus-0-0-1,male,Fat,BAT
Multiple,24m,L16_B000836,nan,nan,nan,facs,24_60_M,L16_B000836_S220_L003.mus-0-0-1,male,nan,Bladder
Microglia,24m,L16_B000840,microglial cell,nan,nan,facs,24_60_M,L16_B000840_S100_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Microglia,24m,L16_B000843,microglial cell,nan,nan,facs,24_60_M,L16_B000843_S64_L001.mus-0-0-1,male,Hippocampus,Brain_Myeloid
Neurons,24m,L16_B001268,nan,nan,nan,facs,24_60_M,L16_B001268_S280_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Neurons,24m,L16_B001614,nan,nan,nan,facs,24_60_M,L16_B001614_S148_L001.mus-0-0-1,male,Striatum,Brain_Non-Myeloid
Neurons,24m,L16_B001615,nan,nan,nan,facs,24_60_M,L16_B001615_S16_L001.mus-0-0-1,male,Cortex,Brain_Non-Myeloid
Microglia,24m,L16_B001618,microglial cell,nan,nan,facs,24_60_M,L16_B001618_S4_L003.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Multiple,24m,L16_B002327,early pro-B cell,nan,early pro B cell,facs,24_59_M,L16_B002327_S256_L003.mus-0-0-1,male,B-cells,Marrow
Multiple,24m,L16_B002982,nan,nan,nan,facs,24_60_M,L16_B002982_S292_L004.mus-0-0-1,male,Endomucin,Lung
Multiple,24m,L16_B003029,enterocyte of epithelium of large intestine,nan,nan,facs,24_60_M,L16_B003029_S40_L004.mus-0-0-1,male,Proximal,Large_Intestine
Neurons,24m,L16_B003227,nan,nan,nan,facs,24_60_M,L16_B003227_S136_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Viable,24m,L16_B003229,endothelial cell of coronary artery,nan,coronary vascular endothelial cell,facs,24_60_M,L16_B003229_S76_L004.mus-0-0-1,male,RV,Heart
Neurons,24m,L16_B003232,nan,nan,nan,facs,24_60_M,L16_B003232_S52_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Neurons,24m,L16_B003903,nan,nan,nan,facs,24_59_M,L16_B003903_S232_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Microglia,24m,L16_B003904,nan,nan,nan,facs,24_59_M,L16_B003904_S184_L002.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Microglia,24m,L16_B003974,nan,nan,nan,facs,24_59_M,L16_B003974_S268_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Multiple,24m,L17_B000332,nan,nan,nan,facs,24_60_M,L17_B000332_S89_L003.mus-0-0-1,male,Fat,SCAT
Multiple,24m,L17_B000333,endothelial cell,nan,nan,facs,24_60_M,L17_B000333_S125_L004.mus-0-0-1,male,Fat,MAT
Multiple,24m,L17_B000337,endothelial cell,nan,nan,facs,24_60_M,L17_B000337_S173_L003.mus-0-0-1,male,Fat,GAT
Multiple,24m,L17_B000834,endothelial cell,nan,nan,facs,24_60_M,L17_B000834_S209_L004.mus-0-0-1,male,Fat,BAT
Multiple,24m,L17_B000836,nan,nan,nan,facs,24_60_M,L17_B000836_S221_L003.mus-0-0-1,male,nan,Bladder
Microglia,24m,L17_B000840,microglial cell,nan,nan,facs,24_60_M,L17_B000840_S101_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Microglia,24m,L17_B000843,nan,nan,nan,facs,24_60_M,L17_B000843_S65_L001.mus-0-0-1,male,Hippocampus,Brain_Myeloid
Neurons,24m,L17_B001268,nan,nan,nan,facs,24_60_M,L17_B001268_S281_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Neurons,24m,L17_B001614,nan,nan,nan,facs,24_60_M,L17_B001614_S149_L001.mus-0-0-1,male,Striatum,Brain_Non-Myeloid
Neurons,24m,L17_B001615,T cell,nan,nan,facs,24_60_M,L17_B001615_S17_L001.mus-0-0-1,male,Cortex,Brain_Non-Myeloid
Microglia,24m,L17_B001618,microglial cell,nan,nan,facs,24_60_M,L17_B001618_S5_L003.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Multiple,24m,L17_B002327,macrophage,nan,CD4+ macrophage,facs,24_59_M,L17_B002327_S257_L003.mus-0-0-1,male,B-cells,Marrow
Multiple,24m,L17_B002982,bronchial smooth muscle cell,nan,Capillary,facs,24_60_M,L17_B002982_S293_L004.mus-0-0-1,male,Endomucin,Lung
Multiple,24m,L17_B003029,enterocyte of epithelium of large intestine,nan,Enterocyte (Proximal),facs,24_60_M,L17_B003029_S41_L004.mus-0-0-1,male,Proximal,Large_Intestine
Neurons,24m,L17_B003227,oligodendrocyte,nan,nan,facs,24_60_M,L17_B003227_S137_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Viable,24m,L17_B003229,nan,nan,nan,facs,24_60_M,L17_B003229_S77_L004.mus-0-0-1,male,RV,Heart
Neurons,24m,L17_B003232,nan,nan,nan,facs,24_60_M,L17_B003232_S53_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Neurons,24m,L17_B003903,nan,nan,nan,facs,24_59_M,L17_B003903_S233_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Microglia,24m,L17_B003904,macrophage,nan,nan,facs,24_59_M,L17_B003904_S185_L002.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Microglia,24m,L17_B003974,microglial cell,nan,nan,facs,24_59_M,L17_B003974_S269_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Multiple,24m,L18_B000332,mesenchymal stem cell of adipose,nan,mesenchymal progenitor,facs,24_60_M,L18_B000332_S90_L003.mus-0-0-1,male,Fat,SCAT
Multiple,24m,L18_B000333,nan,nan,nan,facs,24_60_M,L18_B000333_S126_L004.mus-0-0-1,male,Fat,MAT
Multiple,24m,L18_B000337,endothelial cell,nan,nan,facs,24_60_M,L18_B000337_S174_L003.mus-0-0-1,male,Fat,GAT
Multiple,24m,L18_B000834,nan,nan,nan,facs,24_60_M,L18_B000834_S210_L004.mus-0-0-1,male,Fat,BAT
Multiple,24m,L18_B000836,nan,nan,nan,facs,24_60_M,L18_B000836_S222_L003.mus-0-0-1,male,nan,Bladder
Microglia,24m,L18_B000840,microglial cell,nan,nan,facs,24_60_M,L18_B000840_S102_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Microglia,24m,L18_B000843,microglial cell,nan,nan,facs,24_60_M,L18_B000843_S66_L001.mus-0-0-1,male,Hippocampus,Brain_Myeloid
Neurons,24m,L18_B001268,nan,nan,nan,facs,24_60_M,L18_B001268_S282_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Neurons,24m,L18_B001614,nan,nan,nan,facs,24_60_M,L18_B001614_S150_L001.mus-0-0-1,male,Striatum,Brain_Non-Myeloid
Neurons,24m,L18_B001615,nan,nan,nan,facs,24_60_M,L18_B001615_S18_L001.mus-0-0-1,male,Cortex,Brain_Non-Myeloid
Microglia,24m,L18_B001618,microglial cell,nan,nan,facs,24_60_M,L18_B001618_S6_L003.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Multiple,24m,L18_B002327,naive B cell,nan,naïve B cell,facs,24_59_M,L18_B002327_S258_L003.mus-0-0-1,male,B-cells,Marrow
Multiple,24m,L18_B002982,bronchial smooth muscle cell,nan,Capillary,facs,24_60_M,L18_B002982_S294_L004.mus-0-0-1,male,Endomucin,Lung
Multiple,24m,L18_B003029,epithelial cell of large intestine,nan,Lgr5- amplifying undifferentiated cell,facs,24_60_M,L18_B003029_S42_L004.mus-0-0-1,male,Proximal,Large_Intestine
Neurons,24m,L18_B003227,nan,nan,nan,facs,24_60_M,L18_B003227_S138_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Viable,24m,L18_B003229,nan,nan,nan,facs,24_60_M,L18_B003229_S78_L004.mus-0-0-1,male,RV,Heart
Neurons,24m,L18_B003232,nan,nan,nan,facs,24_60_M,L18_B003232_S54_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Neurons,24m,L18_B003903,nan,nan,nan,facs,24_59_M,L18_B003903_S234_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Microglia,24m,L18_B003904,macrophage,nan,nan,facs,24_59_M,L18_B003904_S186_L002.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Microglia,24m,L18_B003974,nan,nan,nan,facs,24_59_M,L18_B003974_S270_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Multiple,24m,L19_B000332,mesenchymal stem cell of adipose,nan,mesenchymal progenitor,facs,24_60_M,L19_B000332_S91_L003.mus-0-0-1,male,Fat,SCAT
Multiple,24m,L19_B000333,nan,nan,nan,facs,24_60_M,L19_B000333_S127_L004.mus-0-0-1,male,Fat,MAT
Multiple,24m,L19_B000337,endothelial cell,nan,nan,facs,24_60_M,L19_B000337_S175_L003.mus-0-0-1,male,Fat,GAT
Multiple,24m,L19_B000834,endothelial cell,nan,nan,facs,24_60_M,L19_B000834_S211_L004.mus-0-0-1,male,Fat,BAT
Multiple,24m,L19_B000836,nan,nan,nan,facs,24_60_M,L19_B000836_S223_L003.mus-0-0-1,male,nan,Bladder
Microglia,24m,L19_B000840,microglial cell,nan,nan,facs,24_60_M,L19_B000840_S103_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Microglia,24m,L19_B000843,microglial cell,nan,nan,facs,24_60_M,L19_B000843_S67_L001.mus-0-0-1,male,Hippocampus,Brain_Myeloid
Neurons,24m,L19_B001268,endothelial cell,nan,Endothelial cell,facs,24_60_M,L19_B001268_S283_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Neurons,24m,L19_B001614,nan,nan,nan,facs,24_60_M,L19_B001614_S151_L001.mus-0-0-1,male,Striatum,Brain_Non-Myeloid
Neurons,24m,L19_B001615,oligodendrocyte,nan,nan,facs,24_60_M,L19_B001615_S19_L001.mus-0-0-1,male,Cortex,Brain_Non-Myeloid
Microglia,24m,L19_B001618,microglial cell,nan,nan,facs,24_60_M,L19_B001618_S7_L003.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Multiple,24m,L19_B002327,naive B cell,nan,naïve B cell,facs,24_59_M,L19_B002327_S259_L003.mus-0-0-1,male,B-cells,Marrow
Multiple,24m,L19_B002982,bronchial smooth muscle cell,nan,Capillary,facs,24_60_M,L19_B002982_S295_L004.mus-0-0-1,male,Endomucin,Lung
Multiple,24m,L19_B003029,epithelial cell of large intestine,nan,Lgr5- amplifying undifferentiated cell,facs,24_60_M,L19_B003029_S43_L004.mus-0-0-1,male,Proximal,Large_Intestine
Neurons,24m,L19_B003227,astrocyte,nan,nan,facs,24_60_M,L19_B003227_S139_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Viable,24m,L19_B003229,endothelial cell of coronary artery,nan,coronary vascular endothelial cell,facs,24_60_M,L19_B003229_S79_L004.mus-0-0-1,male,RV,Heart
Neurons,24m,L19_B003232,oligodendrocyte,nan,nan,facs,24_60_M,L19_B003232_S55_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Neurons,24m,L19_B003903,nan,nan,nan,facs,24_59_M,L19_B003903_S235_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Microglia,24m,L19_B003904,macrophage,nan,nan,facs,24_59_M,L19_B003904_S187_L002.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Microglia,24m,L19_B003974,microglial cell,nan,nan,facs,24_59_M,L19_B003974_S271_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Multiple,24m,L1_B000332,endothelial cell,nan,nan,facs,24_60_M,L1_B000332_S73_L003.mus-0-0-1,male,Fat,SCAT
Multiple,24m,L1_B000333,nan,nan,nan,facs,24_60_M,L1_B000333_S109_L004.mus-0-0-1,male,Fat,MAT
Multiple,24m,L1_B000337,mesenchymal stem cell of adipose,nan,mesenchymal progenitor,facs,24_60_M,L1_B000337_S157_L003.mus-0-0-1,male,Fat,GAT
Multiple,24m,L1_B000834,mesenchymal stem cell of adipose,nan,mesenchymal progenitor,facs,24_60_M,L1_B000834_S193_L004.mus-0-0-1,male,Fat,BAT
Multiple,24m,L1_B000836,nan,nan,nan,facs,24_60_M,L1_B000836_S205_L003.mus-0-0-1,male,nan,Bladder
Microglia,24m,L1_B000840,nan,nan,nan,facs,24_60_M,L1_B000840_S85_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Microglia,24m,L1_B000843,microglial cell,nan,nan,facs,24_60_M,L1_B000843_S49_L001.mus-0-0-1,male,Hippocampus,Brain_Myeloid
Neurons,24m,L1_B001268,nan,nan,nan,facs,24_60_M,L1_B001268_S265_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Neurons,24m,L1_B001614,nan,nan,nan,facs,24_60_M,L1_B001614_S133_L001.mus-0-0-1,male,Striatum,Brain_Non-Myeloid
Neurons,24m,L1_B001615,brain pericyte,nan,Pericyte,facs,24_60_M,L1_B001615_S1_L001.mus-0-0-1,male,Cortex,Brain_Non-Myeloid
Microglia,24m,L1_B001618,nan,nan,nan,facs,24_60_M,L1_B001618_S289_L003.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Multiple,24m,L1_B002327,nan,nan,nan,facs,24_59_M,L1_B002327_S241_L003.mus-0-0-1,male,B-cells,Marrow
Multiple,24m,L1_B002982,bronchial smooth muscle cell,nan,Capillary Aerocyte,facs,24_60_M,L1_B002982_S277_L004.mus-0-0-1,male,Endomucin,Lung
Multiple,24m,L1_B003029,epithelial cell of large intestine,nan,Lgr5- amplifying undifferentiated cell,facs,24_60_M,L1_B003029_S25_L004.mus-0-0-1,male,Proximal,Large_Intestine
Neurons,24m,L1_B003227,nan,nan,nan,facs,24_60_M,L1_B003227_S121_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Viable,24m,L1_B003229,nan,nan,nan,facs,24_60_M,L1_B003229_S61_L004.mus-0-0-1,male,RV,Heart
Neurons,24m,L1_B003232,neuron,nan,nan,facs,24_60_M,L1_B003232_S37_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Neurons,24m,L1_B003903,nan,nan,nan,facs,24_59_M,L1_B003903_S217_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Microglia,24m,L1_B003904,microglial cell,nan,nan,facs,24_59_M,L1_B003904_S169_L002.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Microglia,24m,L1_B003974,microglial cell,nan,nan,facs,24_59_M,L1_B003974_S253_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Multiple,24m,L20_B000332,mesenchymal stem cell of adipose,nan,mesenchymal progenitor,facs,24_60_M,L20_B000332_S92_L003.mus-0-0-1,male,Fat,SCAT
Multiple,24m,L20_B000333,nan,nan,nan,facs,24_60_M,L20_B000333_S128_L004.mus-0-0-1,male,Fat,MAT
Multiple,24m,L20_B000337,nan,nan,nan,facs,24_60_M,L20_B000337_S176_L003.mus-0-0-1,male,Fat,GAT
Multiple,24m,L20_B000834,nan,nan,nan,facs,24_60_M,L20_B000834_S212_L004.mus-0-0-1,male,Fat,BAT
Multiple,24m,L20_B000836,nan,nan,nan,facs,24_60_M,L20_B000836_S224_L003.mus-0-0-1,male,nan,Bladder
Microglia,24m,L20_B000840,nan,nan,nan,facs,24_60_M,L20_B000840_S104_L002.mus-0-0-1,male,Striatum,Brain_Myeloid
Microglia,24m,L20_B000843,microglial cell,nan,nan,facs,24_60_M,L20_B000843_S68_L001.mus-0-0-1,male,Hippocampus,Brain_Myeloid
Neurons,24m,L20_B001268,endothelial cell,nan,Endothelial cell,facs,24_60_M,L20_B001268_S284_L001.mus-0-0-1,male,Hippocampus,Brain_Non-Myeloid
Neurons,24m,L20_B001614,nan,nan,nan,facs,24_60_M,L20_B001614_S152_L001.mus-0-0-1,male,Striatum,Brain_Non-Myeloid
Neurons,24m,L20_B001615,neuron,nan,nan,facs,24_60_M,L20_B001615_S20_L001.mus-0-0-1,male,Cortex,Brain_Non-Myeloid
Microglia,24m,L20_B001618,microglial cell,nan,nan,facs,24_60_M,L20_B001618_S8_L003.mus-0-0-1,male,Cerebellum,Brain_Myeloid
Multiple,24m,L20_B002327,precursor B cell,nan,pre B cell,facs,24_59_M,L20_B002327_S260_L003.mus-0-0-1,male,B-cells,Marrow
Multiple,24m,L20_B002982,B cell,nan,B,facs,24_60_M,L20_B002982_S296_L004.mus-0-0-1,male,Endomucin,Lung
Multiple,24m,L20_B003029,epithelial cell of large intestine,nan,Lgr5- amplifying undifferentiated cell,facs,24_60_M,L20_B003029_S44_L004.mus-0-0-1,male,Proximal,Large_Intestine
Neurons,24m,L20_B003227,nan,nan,nan,facs,24_60_M,L20_B003227_S140_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
Viable,24m,L20_B003229,nan,nan,nan,facs,24_60_M,L20_B003229_S80_L004.mus-0-0-1,male,RV,Heart
Neurons,24m,L20_B003232,interneuron,nan,nan,facs,24_60_M,L20_B003232_S56_L002.mus-0-0-1,male,Cerebellum,Brain_Non-Myeloid
